Title,Language,Release_Date,Genres,Runtime,Director,Lead_Actors,IMDb_Rating,BMS_Rating,Avg_Rating
Amigos,Telugu,20/10/23,"Comedy, Thriller",139,Rajendra Reddy,"Srikanth Iyengar, Abhinav Gomatam",6,6.6,6.3
Ranga Marthanda,Telugu,22/03/23,"Drama, Family",150,Krishna Vamsi,"Prakash Raj, Ramya Krishna",8,7.7,7.85
Rangabali,Telugu,03/02/23,"Comedy, Romance",137,Sarthak Dwivedi,"Naga Shaurya, Chandini Chowdary",5,4.7,4.85
Phalana Abbayi Phalana Ammayi,Telugu,15/09/23,"Drama, Romance",126,Sridhar Gade,"Srihan, Anupama Parameswaran",4.9,4.8,4.85
Rama Banam (Ramabanam),Telugu,05/05/23,"Action, Drama",139,Sriwass,"Gopichand, Dimple Hayathi, Jagapathi Babu",4.2,3.7,3.95
Kajal Karthika,Telugu,16/06/23,"Horror, Thriller",134, ,"Kajal Aggarwal, Janani Iyer, Regena Cassandra",5.1,4.6,4.85
Ala Ninnu Cheri,Telugu,28/04/23,"Romance, Drama",158,Dinesh Tej,"Dinesh Tej, Hebah Patel, Payal Radhakrishna",6.4,6.3,6.35
7:11 PM,Telugu,01/09/23,"Sci‚ÄëFi, Mystery",142, ,"Chaitu Madala, Naren Yanamadala, Deepika",5.5,5.2,5.35
Hidimbha,Telugu,22/07/23,"Crime, Thriller",96, , ,6.4,6.8,6.6
Kota Bommali PS,Telugu,15/03/23,"Crime, Thriller",149, , ,7.2,7.8,7.5
Maama Mascheendra,Telugu,20/10/23,"Drama, Revenge",149, , ,4,4.2,4.1
Vinaro Bhagyamu Vishnu Katha,Telugu,11/08/23,"Romance, Drama",118, , ,6.7,7.1,6.9
Nene Naa,Telugu,19/05/23,"Mystery, Horror",106, , ,3.9,4.2,4.05
Che (Che Long Live),Telugu,15/12/23,"Biopic, Historical, Drama",126,B.R. Sabavat Naik,"Sabavath Balaraju, Lavanya Sameera",7.5,7.8,7.65
Case 30,Telugu,12/07/23,"Crime, Thriller",140,Ram Gopal Varma,"Arjun Bharadwaj, Priya Prakash Varrier",7,6.5,6.75
Meter,Telugu,03/03/23,"Action, Drama",127,Lokesh Cherukuri,"Saketh Komanduri, Shivani Rajashekhar",3.8,3.5,3.65
Plot,Telugu,23/06/23,"Thriller, Drama",160,Rajasimha Tadinada,"Naveen Chandra, Anusha Reddy",6.2,6.1,6.15
Pareshan,Telugu,14/04/23,"Comedy, Drama",127,Rupesh Kumar Narayana,"Thrigun, Komalee Prasad",5.7,6,5.85
Suvarna Sundari,Telugu,28/07/23,"Fantasy, Historical",125,Hari Nagendra,"Siddharth, Reethu Zinta",6.8,7.3,7.05
Vadu Evadu,Telugu,11/08/23,"Thriller, Drama",141,Sai Vunda Reddy,"Ashok Galla, Shalini Pandey",6.4,5.9,6.15
Anni Manchi Sakunamu,Telugu,18/05/23,"Family, Romance",150,B.V.Nandini Reddy,"Santosh Sobhan, Malvika Nair",6.1,5.6,5.85
Jorugaa Husharugaa,Telugu,22/06/23,"Romance, Comedy",135,Srinivas Avasarala,"Santosh Sobhan, Shivani Rajashekar",6.5,6.2,6.35
Calling Sahasra,Telugu,01/12/23,"Suspense, Thriller",143,Arun Vikkirala,"Sudigali Sudheer, Spandana Palli, Dollysha",5.2,5.6,5.4
Bedurulanka¬†2012,Telugu,25/08/23,"Comedy, Drama, Action",149,Clax,"Kartikeya, Neha Shetty, Ajay Ghosh",5.8,5.9,5.85
Saptha Sagaradaache Ello ‚ Side A,Kannada,01/09/23,"Romance, Drama",,Hemanth M. Rao,"Rakshit Shetty, Rukmini Vasanth",8.2,8.1,8.15
Thothapuri: Chapter 2,Kannada,27/04/23,"Comedy, Drama",,Vijaya Prasad,"Jaggesh, Aditi Prabhudeva",7,7.2,7.1
Saptha Sagaradaache Ello ‚Äì Side B,Kannada,17/11/23,"Romance, Drama",,Hemanth M. Rao,"Rakshit Shetty, Rukmini Vasanth",8,8.4,8.2
Toby,Kannada,25/08/23,"Action, Drama",,Basil Alchalakkal,"Raj B. Shetty, Samyukta Hornad",7.2,6.8,7
Kranti,Kannada,26/01/23,"Action, Drama",,V. Harikrishna,"Darshan Thoogudeepa, Rachita Ram",5.1,5,5.05
Kaatera,Kannada,29/12/23,"Action, Drama",,Tharun Kishore Sudhir,"Darshan Thoogudeepa, Aradhana Ram",7.2,7.7,7.45
Kabzaa,Kannada,17/03/23,"Action, Period Drama",,R. Chandru,"Upendra, Sudeep, Shivarajkumar",4.7,4.8,4.75
Tatsama Tadbhava,Kannada,15/09/23,"Thriller, Mystery",,Vishal Atreya,"Meghana Raj, Prajwal Devaraj",7.4,7.8,7.6
Ghost,Kannada,19/10/23,"Action, Thriller",,M. G. Srinivas,"Shivarajkumar, Jayaram",6.3,6.5,6.4
Marichi,Kannada,08/12/23,2h 9m,,Siddhruv Siddu,"Vijay Raghavendra, Sonu‚Gowda, Gopal Deshpande",5.8,5.6,5.7
Hostel Hudugaru Bekagiddare,Kannada,21/07/23,2h 24m,,Nithin Krishnamurthy,"Prajwal‚BP, Abhi‚Das, Tejas‚Jayanna, Rishab‚Shetty, others",7.2,6.7,6.95
Aachar & Co,Kannada,28/07/23,1h 45m,,Sindhu Sreenivasa‚Murthy,"Neethu Shetty, Sourabh Shukla, Manju Raj, Prathap Kumar",7.8,8.1,7.95
Pentagon,Kannada,07/04/23,2h 54m,,Guru Deshpande,"Pruthvi Ambaar, Pramod Shetty, Kishore Kumar G., P. Ravi Shankar",7.6,7.2,7.4
Garadi,Kannada,10/11/23,2h 26m,,Yogaraj Bhat,"Darshan Thoogudeepa, Yashas Surya, B.‚C. Patil, Sonal Monteiro",4.7,4.8,4.75
Kaiva,Kannada,17/03/23,"Action, Drama",,Jayatheertha,"Dhanveerrah, Megha Shetty",8.2,8.1,8.15
Marichi,Kannada,03/03/23,"Crime, Thriller",,Siddhruv,Vijay Raghavendra,5.8,5.9,5.85
Hostel Hudugaru Bekagiddare,Kannada,21/07/23,"Comedy, Drama",,Nithin Krishnamurthy,"Prajwal B. P., Srivatsa",7.2,6.8,7
Aachar & Co,Kannada,28/07/23,"Family, Drama",,Sindhu Sreenivasa Murthy,"Harshil Koushik, Vamsidhar Bhogaraju",7.8,8.2,8
1888,Kannada,18/08/23,Thriller,,Sourabh Shukla,"Neethu Shetty, Manju Raj",7.5,8.1,7.8
Yadha Yadha Hi,Kannada,02/06/23,"Thriller, Crime",,Arun Raj,"Hariprriya, Diganth",7.5,7.4,7.45
Pentagon,Kannada,07/04/23,"Anthology, Drama",,"Kiran Kumar, Chandra Mohan, Akash Srivatsa, Raghu Shivamogga, Guru Deshpande","Kishore Kumar G., Pruthvi Ambaar",7.6,7.2,7.4
Garadi,Kannada,15/12/23,"Action, Sports",,Yogaraj Bhat,"Soorya, B. C. Patil",4.7,4.4,4.55
Beega,Kannada,14/07/23,Psychological Thriller,,Moses Prashanth,Akshay Gowda,9.3,8.8,9.05
Kousalya Supraja Rama,Kannada,28/07/23,"Romance, Comedy",,Shashank,"Darling Krishna, Brinda Acharya",7.1,7.6,7.35
Premam 2Two,Kannada,11/08/23,"Romance, Drama",,Raghavendra M. Naik,"Siddharth, Rashi",9.3,9.9,9.6
Hondisi Bareyiri,Kannada,10/03/23,"Coming-of-age, Drama",,Ramenahalli Jagannatha,"Praveen Tej, Bhavana Rao",7.8,8.4,8.1
The Dark Web,Kannada,10/02/23,"Crime, Thriller",,Venkatesh Reddy D.,Pradeep Doddaiah,8.2,8.1,8.15
Garuda Purana,Kannada,17/03/23,"Crime, Mystery",,Kiran Kumar,Raj Deepak Shetty,7,6.4,6.7
Aura,Kannada,22/09/23,"Mythological, Spiritual",,Hari Prasad Jayanna,Master Yashas,9.3,9.6,9.45
Shivaji Surathkal 2,Kannada,14/04/23,"Mystery, Crime",,Akash Srivatsa,Ramesh Aravind,6.7,7.1,6.9
Juliet 2,Kannada,24/02/23,Thriller,,Virat B Gowda,Brinda Acharya,7.9,7.4,7.65
Baanadariyalli,Kannada,28/09/23,"Romance, Adventure",,Preetham Gubbi,"Ganesh, Rukmini Vasanth",5.7,5.8,5.75
Thugs of Ramaghada,Kannada,15/09/23,"Action, Thriller",,Raghu Shastry,"Sharath Lohitashwa, Appu",7.8,8.2,8
Bengaluru Boys,Kannada,22/12/23,"Drama, Youth",,Arun ND,"Arjun Yogesh, Yashaswini",6.7,6.6,6.65
Sugar Factory,Kannada,24/11/23,"Romance, Comedy",,Deepak Aras,"Darling Krishna, Sonal Monteiro",5.5,5.6,5.55
Parimala D'Souza,Kannada,22/09/23,"Drama, Thriller",,Girish Venkatacharya,"Rajesh Nataranga, Vaishnavi Chandran",8.2,7.8,8
Daredevil Musthafa,Kannada,19/05/23,"Drama, Comedy",,Shashank Soghal,"Aditya Ashree, Shishir Baikady",7.8,8.2,8
Raaghu,Kannada,28/07/23,"Crime, Thriller",,M. Anand Raju,Vijay Raghavendra,3.5,3.8,3.65
19.20.21,Kannada,03/03/23,"Biography, Political Drama",,Mansore,Shrunga BV,8.7,8.7,8.7
Gowli,Kannada,24/02/23,"Action, Drama",,Soora,Srinagar Kitty,7.2,7.4,7.3
Gurudev Hoysala,Kannada,30/03/23,"Action, Crime",,Vijay N,"Dhananjaya, Amrutha Iyengar",6.6,6.3,6.45
Chaos,Kannada,24/11/23,"Thriller, Mystery",,Raghavendra M. Naik,Ramesh Aravind,7.2,6.8,7
Spooky College,Kannada,17/11/23,"Horror, Thriller",,Bharath G,"Kushee Ravi, Vivek Simha",7.7,7.2,7.45
Swathi Mutthina Male Haniye,Kannada,24/11/23,"Drama, Romance",,Raj B. Shetty,"Siri Ravikumar, Raj B. Shetty",7.3,7.4,7.35
Photo,Kannada,15/12/23,"Drama, Family",,Uday Prakash,"Uday Prakash, Teju Belawadi",9.1,9.5,9.3
Tales of Mahanagara,Kannada,23/06/23,"Thriller, Anthology",,Rajeev Kiran Vaneil,"RJ Pradeepa, Nidhi Hegde",7.5,6.9,7.2
Love Birds,Kannada,17/02/23,"Romance, Drama",,PC Shekhar,"Krishna, Samyuktha Hornadu",5.4,5.2,5.3
Shri Balaji Photo Studio,Kannada,01/12/23,Drama,,Yashwanth Sardeshpande,Yashwanth Sardeshpande,6,6,6
Ambuja,Kannada,06/10/23,"Drama, Social",,Rahul Amin,"Kushee Ravi, Deepak Subramanya",8.7,8.5,8.6
Aggrasena,Kannada,20/10/23,"Drama, Revenge",,Arvind Sagar,"Vijay Raghavendra, Vikram Ravichandran",8,7.5,7.75
Tagaru Palya,Kannada,27/10/23,"Comedy, Drama",,Umesh K. Krupa,"Nagabhushana, Tara",6.7,7.2,6.95
Namo Bhootatma 2,Kannada,10/11/23,"Horror, Comedy",,Arun Lokanath,"Komal Kumar, Govinde Gowda",4.4,4.2,4.3
David,Kannada,08/12/23,"Thriller, Drama",,Raqueeb Alam,"Pradeep Rane, Reeshma Nanaiah",8.5,8.7,8.6
Bhavapoorna,Kannada,17/11/23,Period Drama,,Madhu Hegde,"Dattanna, Ramesh Pandit",7.1,6.9,7
Damayana,Kannada,01/12/23,"Drama, Comedy",,Raj Surya,"Atharv Arya, Prerana Kambam",9.1,8.7,8.9
Road King,Kannada,08/12/23,"Romance, Drama",,Arvind Sagar,"Amith, Amrutha Chowdary",9.5,9.1,9.3
Inamdar,Kannada,15/12/23,"History, Drama",,Raghavendra Rao,"Ravi Bhat, Rajesh Nataranga",9.5,9.1,9.3
Mandala: The UFO Incident,Kannada,10/11/23,"Sci-Fi, Mystery",,Ajay Sarpeshkar,"Prakash Belawadi, Anant Nag",6.9,7.5,7.2
Baang,Kannada,18/08/23,"Crime, Comedy",,Sree Ganesh Parashuram,"Shanvi Srivastava, Raghu Dixit",3.7,4.2,3.95
School Days,Kannada,29/12/23,"Drama, Coming-of-age",,Vasanth Kumar,"Master Rohan, Pragna Nayani",8.6,9.2,8.9
IRavan,Kannada,07/07/23,"Thriller, Drama",,Ramya Sagar,"Jayaram Karthik, Adhvithi Shetty",4.9,4.6,4.75
Shoshite,Kannada,06/10/23,Social Drama,,Sandeep Sunkad,"Divya Shetty, Sandeep Sunkad",9.8,10,9.9
Crazy Keerthy,Kannada,08/12/23,"Romance, Drama",,Bharath Nanda,"Harish Jalagere, Sneha",9.1,8.7,8.9
Veeram,Kannada,07/04/23,"Action, Historical",,Khadar Kumar S,Prajwal Devaraj,5.7,5.1,5.4
Maharaja,Tamil,14/06/24,"Action, Drama, Thriller",141,Nithilan Swaminathan,"Vijay Sethupathi, Anurag Kashyap, Abhirami",8.4,8.6,8.5
Meiyazhagan,Tamil,08/03/24,Drama,177,Santhakumar,"Karthi, Sri Divya, Rajkiran",8.4,9,8.7
Amaran,Tamil,26/04/24,"Biography, Action, War",167,Rajkumar Periyasamy,"Sivakarthikeyan, Bhuvan Arora, Rahul Bose, Aditi Shankar",8.1,8.1,8.1
The Smile Man,Tamil,24/05/24,"Crime, Drama, Thriller",122,Syam Praveen,"Sathyaraj, Anandraj, Aathmika",7.3,7.5,7.4
Captain Miller,Tamil,12/01/24,"Action, Adventure, Drama",157,Arun Matheswaran,"Dhanush, Priyanka Arul Mohan, Shiva Rajkumar",7.2,6.8,7
The Greatest of All Time,Tamil,11/04/24,"Action, Sci-Fi, Drama",183,Venkat Prabhu,"Vijay, Meenakshi Chaudhary, Prabhu Deva, Sneha, Laila",5.7,5.5,5.6
Kalvan,Tamil,04/04/24,"Drama, Thriller",142,PV Shankar,"GV Prakash Kumar, Ivana",5.6,5.7,5.65
Pechi,Tamil,29/03/24,"Horror, Mystery",110,S. Hari Uthraa,"Varalaxmi Sarathkumar, Kishore",5.5,5.3,5.4
Raayan,Tamil,13/06/24,"Action, Drama",145,Dhanush,"Dhanush, Kalidas Jayaram, SJ Suryah, Varalaxmi Sarathkumar",6.5,6.5,6.5
Black,Tamil,01/03/24,"Horror, Thriller",115,Karthik Venugopalan,"Vinod Kishan, Meenakshi Govindarajan",7.1,7.1,7.1
Rasavathi,Tamil,10/05/24,"Thriller, Drama",148,Santhakumar,"Arjun Das, Tanya Ravichandran",6.4,6.7,6.55
Thangalaan,Tamil,26/01/24,"Action, Drama, History",156,Pa. Ranjith,"Vikram, Malavika Mohanan, Parvathy Thiruvothu",6.5,7.1,6.8
Ayalaan,Tamil,12/01/24,"Sci-Fi, Comedy, Adventure",155,R. Ravikumar,"Sivakarthikeyan, Rakul Preet Singh, Isha Koppikar",5.9,5.6,5.75
Vettaiyan,Tamil,10/04/24,"Action, Drama",163,T. J. Gnanavel,"Rajinikanth, Amitabh Bachchan, Fahadh Faasil",6.9,6.9,6.9
Viduthalai Part 2,Tamil,28/06/24,"Crime, Thriller, Drama",170,Vetrimaaran,"Soori, Vijay Sethupathi",7.8,7.8,7.8
Demonte Colony 2,Tamil,19/04/24,"Horror, Thriller",144,R. Ajay Gnanamuthu,"Arulnithi, Priya Bhavani Shankar",6.6,6.4,6.5
Vaazhai,Tamil,05/04/24,Drama,134,Mari Selvaraj,Newcomers (Debut Cast),7.7,7.5,7.6
Garudan,Tamil,31/05/24,"Action, Drama",133,R. S. Durai Senthilkumar,"Soori, Sasikumar, Unni Mukundan",7.1,7.1,7.1
Operation Laila,Tamil,21/06/24,"Comedy, Horror",123,Arun Karthik,"Vignesh, Master Mahendran, Anju Kurian",5.5,5.8,5.65
Lover,Tamil,09/02/24,"Romance, Drama",145,Prabhuram Vyas,"Manikandan, Sri Gouri Priya",7.1,7.1,7.1
Kanguva,Tamil,14/11/24,"Action, Fantasy, Historical",152,Siva,"Suriya, Disha Patani, Bobby Deol",4.5,4.8,4.65
Thiru.Manickam,Tamil,28/06/24,"Action, Drama",122,Rajamohan,Vijay Sethupathi,8,8,8
Lubber Pandhu,Tamil,14/06/24,"Sports, Drama, Romance",146,Tamizharasan Pachamuthu,"Harish Kalyan, Swasika, Bala Saravanan",8.1,8.5,8.3
Star,Tamil,10/05/24,Drama,158,Elan,"Kavin, Aaditi Pohankar",6.5,6.7,6.6
Seeran,Tamil,05/04/24,"Drama, Social",128,A. Vinoth Kumar,"Harish Uthaman, Sarath Kumar",5.1,5.2,5.15
Indian 2,Tamil,12/07/24,"Action, Drama, Thriller",165,Shankar,"Kamal Haasan, Siddharth, Rakul Preet Singh",3.8,3.7,3.75
Romeo,Tamil,11/04/24,"Romance, Drama",150,Vinayak Vaithianathan,"Vijay Antony, Mirnalini Ravi",6,5.5,5.75
Seven Seas Seven Hills,Tamil,22/03/24,"Romance, Drama",90,Rajesh Kannan,Debut Cast,8.6,8.4,8.5
Siren,Tamil,16/02/24,"Action, Thriller, Drama",154,Antony Bhagyaraj,"Jayam Ravi, Keerthy Suresh, Anupama Parameswaran",6.4,6.2,6.3
Lal Salaam,Tamil,09/02/24,"Drama, Sports, Political",150,Aishwarya Rajinikanth,"Vishnu Vishal, Vikranth, Rajinikanth (special appearance)",4.5,4.7,4.6
Quotation Gang Part 1,Tamil,07/06/24,"Crime, Thriller",118,Vivek K.,"Priyamani, Vishnu, John Vijay",8.8,8.9,8.85
Rathnam,Tamil,26/04/24,"Action, Drama",155,Hari,"Vishal, Priya Bhavani Shankar, Yogi Babu",5.4,5,5.2
Miss You,Tamil,19/04/24,"Romance, Drama",128,S. Kathiresan,"G.V. Prakash Kumar, Aathmika",6.1,5.7,5.9
Aranmanai 4,Tamil,03/05/24,"Horror, Comedy",148,Sundar C.,"Sundar C., Tamannaah Bhatia, Raashii Khanna",5,4.9,4.95
Nandhan,Tamil,29/03/24,"Political, Drama",110,Naveen Dwarakanath,"Samuthirakani, Master Ashwanth",7.3,7,7.15
Sorgavaasal,Tamil,12/04/24,"Drama, Social",138,Rajapandi,"R. K. Suresh, Nandita Swetha",6.6,6.4,6.5
Sattam En Kaiyil,Tamil,01/03/24,"Thriller, Crime",124,K. Vijay Anand,"Srikanth, Pooja Devariya",7.9,8.1,8
Alangu,Tamil,23/02/24,"Political, Action",131,V. Arun Prabhu,"Harish Kalyan, Vani Bhojan",8,7.6,7.8
PT Sir,Tamil,24/05/24,"Comedy, Drama",130,Karthik Venugopalan,"Hiphop Tamizha Aadhi, Kashmira Pardeshi",6.8,6.8,6.8
White Rose,Tamil,15/03/24,"Thriller, Drama",117,Sakthivel Perumalsamy,"Tanya Hope, Aadukalam Naren",4.3,4.8,4.55
DeAr,Tamil,11/04/24,"Comedy, Romance, Drama",132,Anand Ravichandran,"G.V. Prakash Kumar, Aishwarya Rajesh",5.2,5,5.1
Bloody Beggar,Tamil,14/06/24,"Comedy, Drama",134,Kavin,"Kavin, Redin Kingsley, Rajkumar",6.2,5.9,6.05
Sir,Tamil,03/05/24,"Drama, Social",132,Ashok Veerappan,"Samuthirakani, Kani Kusruti",7.8,8.3,8.05
Bairi,Tamil,19/04/24,Drama,140,Ganesh Babu,"Aadhav Kannadasan, Vani Bhojan",7,6.5,6.75
Hot Spot,Tamil,22/03/24,"Anthology, Drama",122,Vasudev Bhaskar,"Kalaiyarasan, Ammu Abhirami, Gouri Kishan",7.3,7.4,7.35
Singapore Saloon,Tamil,25/01/24,"Comedy, Drama",137,Gokul,"RJ Balaji, Meenakshi Chaudhary, Sathyaraj",6,6.5,6.25
Hitler,Tamil,01/03/24,"Political, Thriller",128,D. Vijay Prabhakar,"Vijay Antony, Gautham Vasudev Menon",5.2,5.7,5.45
Rebel,Tamil,22/03/24,"Political, Thriller",150,Nikesh RS,"G.V. Prakash Kumar, Mamitha Baiju",4.4,3.9,4.15
Blue Star,Tamil,25/01/24,"Sports, Drama",166,S. Jayakumar,"Ashok Selvan, Shanthnu, Keerthi Pandian",6.9,6.8,6.85
Kadaisi Ulaga Por,Tamil,26/04/24,"Sci-Fi, Political Thriller",140,G.V. Prakash Kumar,"G.V. Prakash Kumar, Dhansika",6.1,5.5,5.8
Andhagan,Tamil,10/05/24,"Thriller, Comedy",142,Thiagarajan,"Prashanth, Simran, Priya Anand",6.6,6.7,6.65
Mura,Malayalam,28/06/24,"Action, Thriller",129,S. Mahesh,"Niranj Maniyanpilla Raju, Abhishek Ravindra",7.2,6.6,6.9
Manjummel Boys,Malayalam,22/02/24,"Adventure, Drama, Thriller",135,Chidambaram,"Soubin Shahir, Sreenath Bhasi, Balu Varghese",8.2,8.1,8.15
Sookshma Darshini,Malayalam,05/04/24,"Thriller, Mystery",142,R. Jayaraj,"Arjun Ashokan, Anna Ben",7.8,8.3,8.05
Premalu,Malayalam,09/02/24,"Comedy, Romance",156,Girish A.D.,"Naslen K. Gafoor, Mamitha Baiju",7.8,7.5,7.65
Marco,Malayalam,09/02/24,"Action, Thriller",145,Haneef Adeni,Unni Mukundan,6.7,6.6,6.65
Kishkindha Kaandam,Malayalam,24/05/24,"Comedy, Fantasy, Drama",133,Dinjith Ayyathan,"Asif Ali, Aparna Balamurali",8,8.5,8.25
Pani,Malayalam,22/03/24,"Crime, Drama",143,Vishnu Govindan,"Basil Joseph, Namitha Pramod",6.9,6.9,6.9
The Goat Life,Malayalam,28/03/24,"Biography, Drama",173,Blessy,Prithviraj Sukumaran,7.1,6.7,6.9
Aavesham,Malayalam,11/04/24,"Action, Comedy",155,Jithu Madhavan,Fahadh Faasil,7.8,8.3,8.05
Bramayugam,Malayalam,15/02/24,"Horror, Mystery, Thriller",139,Rahul Sadasivan,Mammootty,7.8,7.8,7.8
Sthanarthi Sreekuttan,Malayalam,14/06/24,"Comedy, Family",135,Sakkir Madathil,"Vineeth Sreenivasan, Anagha Narayanan",7,6.9,6.95
Bougainvillea,Malayalam,05/04/24,"Thriller, Drama",138,Vinu Thomas,"Fahadh Faasil, Kunchacko Boban, Jyothirmayi",6.4,6,6.2
Qalb,Malayalam,01/03/24,"Romance, Drama",147,Sajid Yahiya,"Neeraj Madhav, Ahaana Krishna",6.5,6,6.25
Thalavan,Malayalam,24/05/24,"Crime, Thriller",131,Jis Joy,"Biju Menon, Asif Ali",7.2,6.7,6.95
Vaazha: Biopic of a Billion Boys,Malayalam,19/04/24,"Comedy, Drama",125,Amar Prem,"Amith Mohan Rajeshwari, Azees Nedumangad, Noby Marcose",7.3,7.3,7.3
Golam,Malayalam,08/03/24,"Crime, Thriller",120,Samjad,"Ranjith Sajeev, Dileesh Pothan",7.2,6.9,7.05
Cup,Malayalam,28/06/24,"Sports, Drama",146,Sanju V. Samuel,"Mathew Thomas, Namitha Pramod, Basil Joseph",8.6,8.2,8.4
Hunt,Malayalam,15/03/24,Medical Thriller,120,Shaji Azeez,"Bhavana, Aditi Ravi",3.8,4.2,4
Abraham Ozler,Malayalam,11/01/24,"Crime, Thriller",143,Midhun Manuel Thomas,"Jayaram, Arjun Ashokan, Anaswara Rajan",6.6,6.3,6.45
A.R.M,Malayalam,05/04/24,"Historical, Drama",150,Unni Govindraj,"Asif Ali, Joju George",7.1,7.1,7.1
Varshangalkku Shesham,Malayalam,11/04/24,"Drama, Comedy",166,Vineeth Sreenivasan,"Pranav Mohanlal, Dhyan Sreenivasan",6.6,6,6.3
Kuttante Shinigami,Malayalam,14/06/24,Drama,112,Sumesh Madhu,"Rahul Madhav, Shiyas Kareem",5.8,5.2,5.5
Rifle Club,Malayalam,21/06/24,"Action, Thriller",113,Jiju Ashokan,"Indrajith Sukumaran, Aparna Balamurali",7,6.9,6.95
Anweshippin Kandethum,Malayalam,09/02/24,"Crime, Thriller",142,Darwin Kuriakose,"Tovino Thomas, Siddique",7.4,7.7,7.55
Kurukku,Malayalam,05/04/24,"Crime, Drama",109,Praveen Narayanan,"Deepak Parambol, Sreejith Ravi",6.3,5.9,6.1
Footage,Malayalam,12/01/24,"Horror, Thriller",124,Saiju Sreedharan,"Vishak Nair, Gayathri Ashok",4.9,4.7,4.8
Kundannoorile Kulsitha Lahala,Malayalam,19/04/24,"Comedy, Drama",147,Akshay Ashok,"Lukman Avaran, Veena Nair",5.7,6,5.85
Guruvayoor Ambalanadayil,Malayalam,16/05/24,"Comedy, Drama",132,Vipin Das,"Prithviraj Sukumaran, Basil Joseph",6.6,6.8,6.7
Pattaapakal,Malayalam,03/05/24,"Crime, Comedy",104,Saajir Sadaf,"Franco Francis, Johny Antony, Ramesh Pisharody",2.7,3.2,2.95
Nunakuzhi,Malayalam,17/05/24,"Thriller, Drama",125,Ark Niranj,"Grace Antony, Basil Joseph, Nikhila Vimal",6.8,6.3,6.55
Kadha Innvare,Malayalam,20/09/24,"Drama, Romance",128,Shyju‚Anthikkad,"Aneesh‚G‚Menon, Sudhi‚Koppa",5.8,5.9,5.85
Level Cross,Malayalam,26/07/24,"Drama, Thriller",116,Arfaz‚Ayub,"Asif‚Ali, Amala‚Paul, Sharaf‚U‚Dheen",6.8,6.9,6.85
Turbo,Malayalam,23/05/24,"Action, Comedy, Thriller",155,Vysakh,"Mammootty, Raj‚B‚Shetty",5.9,5.9,5.9
Thanupp,Malayalam,04/10/24,"Mystery, Drama",110,K.‚Anand,"Abhishek‚Bose, Honey‚Rose",6.8,6.7,6.75
Narayaneente‚Moonnaanmakkal,Malayalam,01/01/24,"Drama, Family",108,Binu‚Pappu,"Sudhi‚Koppa, Alencier‚Ley‚Lopez",6.6,6.9,6.75
I Am Kathalan,Malayalam,01/01/24,"Comedy, Romance, Thriller",115,Christy‚Sebastian,"Hemanth‚Menon, Arya‚Parvathi",6.7,6.4,6.55
Samadhana Pusthakam,Malayalam,01/01/24,"Drama, School",123,,"Rony‚David, Amith‚Mohan‚Rajeshwari",5,4.4,4.7
Karnika,Malayalam,01/01/24,"Thriller, Mystery",137,Unni‚Govindraj,"Unni‚Govindraj, Daya‚Aswathy",4.3,3.8,4.05
Adios Amigo,Malayalam,01/01/24,"Drama, Comedy, Road Movie",156,Nahas‚Hidayath,"Asif‚Ali, Sharafudheen",5.9,6.2,6.05
Paalum Pazhavum,Malayalam,01/01/24,"Romance, Drama",147,Afsal‚Abdul‚Latheef,"Meera‚Jasmine, Aswin‚Jose",4.9,5.2,5.05
Anand Sreebala,Malayalam,15/11/24,"Mystery, Suspense, Thriller",134,Vishnu Vinay,"Arjun Ashokan, Aparna Das, Saiju Kurup (BookMyShow, OTTPlay)",6.6,6.4,6.5
Jai Ganesh,Malayalam,11/04/24,"Drama, Thriller",125,Ranjith Sankar,"Unni Mukundan, Mahima Nambiar",5.9,5.7,5.8
Jamalinte Punjiri,Malayalam,07/06/24,"Drama, Thriller",138,Vicky Thambi,"Indrans, Prayaga Martin, Dinesh Panicker, Mallika Sukumaran",8.7,8.5,8.6
Ullozhukku,Malayalam,,"Drama, Mystery",123,Christo Tomy,"Urvashi, Parvathy Thiruvothu, Arjun Radhakrishnan",7.6,7,7.3
Malaikottai Vaaliban,Malayalam,25/01/24,"Action, Adventure, Fantasy",155,Lijo Jose Pellissery,Mohanlal,6,6.3,6.15
Grrr..,Malayalam,14/06/24,Comedy,121,Jay K,"Kunchacko Boban, Suraj Venjaramoodu",4,3.5,3.75
Bad Boyz,Malayalam,13/09/24,"Comedy, Crime",150,Omar Lulu (assumed),"Rahman; Bibin George, etc.",3.1,3.4,3.25
Vivekanandan‚Viralaanu,Malayalam,19/01/24,"Comedy, Drama",121,Kamal,"Shine Tom Chacko, Swasika Vijay, Grace Antony",3.7,4.1,3.9
Adhinayakavadham,Malayalam,,"Political, Comedy",107,Dinesh Ganga,"Priyesh M. Pramod, Sreekanth Soman",5.1,5.3,5.2
Nadikar,Malayalam,,"Drama, Biopic",142,Jean Paul Lal,Tovino Thomas,5.3,5.3,5.3
Malayalee from India,Malayalam,01/05/24,"Comedy, Drama",158,Dijo Jose Antony,"Nivin Pauly, Dhyan Sreenivasan, Anaswara Rajan (IMDb)",5.6,5.1,5.35
Secret,Malayalam,26/07/24,"Mystery, Thriller",119,Ranjith & Dhyan Sreenivasan,"Dhyan Sreenivasan, Aparna Das, Jacob Gregory",3.8,3.8,3.8
